string_0,string_1,number_0,number_1,number_2,number_3,number_4,number_5,target,is_test,line_id
Москва,Friday,971645.0,909.670871516773,1077298.0,43240.0,71011.0,5,2.91,0,15615
Москва,Friday,112528.0,101.725813920832,118850.0,7006.0,11496.0,14,2.582,0,15616
Хабаровск,Monday,756567.0,646.653074458257,839330.0,35401.0,54589.0,5,2.177,0,15617
Самара,Friday,407064.0,362.15168134809,433173.0,18966.0,34010.0,4,3.057,0,15618
Москва,Monday,583449.0,514.939309980246,,26845.0,,8,2.708,0,15619
Нижний Новгород,Tuesday,20092.0,13.0790356057834,20915.0,2212.0,8290.0,6,0.849,0,15621
Москва,Monday,9591.0,6.63344466455966,7476.0,1037.0,2191.0,13,0.928,0,15622
Москва,Thursday,186394.0,171.123873926141,198608.0,9039.0,9981.0,6,1.375,0,15623
Москва,Monday,336513.0,283.62053530042,,16464.0,,20,1.55,0,15624
Самара,Friday,110153.0,98.8826792244676,,5986.0,,10,8.003,0,15625
Москва,Wednesday,25198.0,11.125691792894,15461.0,2024.0,3794.0,10,1.201,0,15627
Москва,Monday,677984.0,579.15060511867,701131.0,32238.0,40485.0,4,1.632,0,15628
Нижний Новгород,Monday,1151744.0,816.778886624355,,54569.0,,4,7.026,0,15629
Москва,Monday,15396.0,8.02866590931453,11775.0,1410.0,3924.0,10,0.971,0,15630
Санкт-Петербург,Friday,774141.0,558.512297409609,,34792.0,,4,4.978,0,15632
Санкт-Петербург,Tuesday,963625.0,827.832871853063,1766109.0,46377.0,130080.0,4,2.207,0,15633
Екатеринбург,Tuesday,328000.0,303.885501834545,331656.0,17353.0,25329.0,5,1.076,0,15634
Москва,Monday,17867.0,13.0258331406335,20011.0,1978.0,4013.0,12,1.2,0,15635
Самара,Friday,7772.0,5.45586588593258,7743.0,1195.0,2300.0,4,2.965,0,15636
Хабаровск,Tuesday,2887267.0,2071.72513829804,3038133.0,125790.0,247161.0,2,6.867,0,15637
Москва,Tuesday,195512.0,181.620166228492,203980.0,10892.0,16062.0,7,0.766,0,15639
Москва,Monday,15748.0,11.883541163679,17096.0,1862.0,3096.0,12,1.181,0,15640
Москва,Thursday,29306.0,22.0837204146704,33872.0,2647.0,5098.0,8,2.027,0,15644
Нижний Новгород,Wednesday,15045.0,10.9792941737862,16588.0,1671.0,5950.0,5,0.974,0,15645
Екатеринбург,Monday,682786.0,517.291278266482,,33901.0,,6,2.433,0,15646
Екатеринбург,Tuesday,139641.0,129.105121059971,147177.0,8205.0,14669.0,6,2.422,0,15647
Москва,Thursday,26111.0,14.3305847019172,17338.0,1859.0,3672.0,7,2.027,0,15650
Екатеринбург,Tuesday,682786.0,517.291278266482,,33901.0,,5,2.975,0,15651
Москва,Monday,16608.0,14.8468079909786,19564.0,1836.0,3876.0,6,0.633,0,15652
Москва,Tuesday,75113.0,62.9418009981141,67486.0,5436.0,5955.0,7,1.025,0,15653
Хабаровск,Friday,3767011.0,2618.38254418038,4040828.0,174008.0,249794.0,7,6.255,0,15654
Москва,Monday,563118.0,485.048206873405,559707.0,25846.0,33724.0,6,1.924,0,15655
Самара,Tuesday,241191.0,173.769936903888,,13723.0,,5,3.72,0,15657
Москва,Monday,472515.0,409.373863417178,604818.0,23576.0,37167.0,5,0.863,0,15659
Новосибирск,Thursday,7417.0,4.54654886566062,6839.0,1065.0,3325.0,19,1.798,0,15660
Екатеринбург,Friday,330401.0,303.623567976615,332300.0,17596.0,27166.0,7,2.87,0,15661
Нижний Новгород,Monday,800987.0,558.7835890772,,42079.0,,4,2.947,0,15662
Екатеринбург,Thursday,1127748.0,879.443920852317,,53066.0,,5,3.937,0,15663
Екатеринбург,Tuesday,678478.0,509.726895765946,,34453.0,,5,3.858,0,15664
Екатеринбург,Monday,352004.0,314.783604666364,,17985.0,,5,0.911,0,15665
Самара,Wednesday,8130.0,7.06641540353411,9769.0,1273.0,2939.0,6,0.957,0,15666
Москва,Tuesday,6521.0,4.93379543124718,8421.0,977.0,2166.0,12,0.811,0,15667
Москва,Friday,9847.0,6.48949964773679,8433.0,1445.0,2176.0,7,2.549,0,15669
Хабаровск,Friday,2345655.0,1541.30046009551,,109888.0,,6,4.506,0,15670
Екатеринбург,Thursday,435480.0,352.84464472462,,21160.0,,5,6.247,0,15671
Новосибирск,Tuesday,786840.0,626.462977132108,772068.0,39231.0,69685.0,5,1.29,0,15673
Екатеринбург,Monday,386564.0,325.993794022243,432876.0,17113.0,37124.0,6,3.844,0,15677
Москва,Wednesday,295424.0,248.953204762607,376088.0,16898.0,21099.0,5,0.942,0,15678
Москва,Thursday,55463.0,47.7322438467489,71277.0,4295.0,10374.0,4,1.609,0,15679
Екатеринбург,Friday,356550.0,289.053031610858,388234.0,17296.0,28886.0,4,2.889,0,15680
Москва,Monday,18036.0,11.9313169610297,19009.0,1691.0,3370.0,12,0.857,0,15681
Самара,Friday,820.0,0.488186336983358,621.0,192.0,473.0,4,2.928,0,15684
Хабаровск,Tuesday,2831965.0,2065.6953498622,,124316.0,,7,6.56,0,15685
Москва,Tuesday,21102.0,11.6204091075623,15240.0,2108.0,3230.0,5,0.781,0,15686
Екатеринбург,Tuesday,138267.0,122.581384171651,,6950.0,,6,0.972,0,15687
Ростов-на-Дону,Wednesday,82743.0,49.7599504790448,92127.0,5359.0,9872.0,5,0.69,0,15688
Москва,Monday,190760.0,171.00977488816,211619.0,10577.0,20035.0,8,0.577,0,15689
Екатеринбург,Friday,140547.0,129.697644259516,145905.0,8352.0,13211.0,6,3.646,0,15690
Хабаровск,Monday,,3268.8595106138,,,,3,12.831,0,15693
Екатеринбург,Monday,368386.0,325.736338706445,,18567.0,,5,0.919,0,15694
Санкт-Петербург,Friday,30785.0,23.4769705951499,27422.0,2635.0,3780.0,4,3.025,0,15698
Москва,Monday,26939.0,17.3615397700411,22436.0,2371.0,3930.0,12,0.946,0,15699
Санкт-Петербург,Thursday,11876.0,9.09509963156832,12499.0,1480.0,2902.0,5,1.659,0,15702
Новосибирск,Monday,362931.0,223.56093528804,,18782.0,,10,3.11,0,15703
Нижний Новгород,Friday,775073.0,561.043409808203,880608.0,37807.0,79486.0,4,3.006,0,15704
Новосибирск,Wednesday,242980.0,195.826720222494,239889.0,13327.0,23343.0,6,0.987,0,15706
Хабаровск,Wednesday,224498.0,195.943691091757,238339.0,11479.0,20502.0,4,4.006,0,15707
Хабаровск,Monday,4542.0,3.37612793500315,4555.0,917.0,2823.0,17,0.765,0,15711
Ростов-на-Дону,Thursday,279408.0,252.798328545111,310704.0,12322.0,28589.0,5,1.126,0,15712
Москва,Tuesday,21197.0,13.6726088713042,19001.0,2195.0,3435.0,4,0.835,0,15713
Москва,Friday,200297.0,176.153976525844,202964.0,9623.0,12497.0,6,2.834,0,15715
Москва,Monday,15807.0,11.594819170341,17191.0,1907.0,3162.0,9,0.924,0,15716
Самара,Thursday,34172.0,25.8946886354752,,3074.0,,7,1.528,0,15717
Екатеринбург,Wednesday,359600.0,291.572102817438,385092.0,17848.0,27977.0,5,0.722,0,15719
Нижний Новгород,Friday,1467379.0,989.196255002381,,69730.0,,4,4.226,0,15720
Екатеринбург,Thursday,704480.0,523.884276325265,,34379.0,,6,6.821,0,15721
Екатеринбург,Monday,378552.0,305.421175030235,402882.0,18086.0,34518.0,5,0.794,0,15724
Москва,Monday,109751.0,87.3953710946764,96799.0,5801.0,6967.0,5,1.026,0,15726
Екатеринбург,Monday,947441.0,821.44834146729,906239.0,45002.0,56438.0,6,1.841,0,15727
Новосибирск,Wednesday,624625.0,523.380230584606,,31355.0,,7,10.21,0,15729
Нижний Новгород,Tuesday,783698.0,570.850461606203,886474.0,38707.0,81810.0,6,2.04,0,15733
Самара,Monday,167100.0,141.638351597893,,8479.0,,10,2.313,0,15734
Екатеринбург,Tuesday,152186.0,137.135037879033,152636.0,8289.0,12249.0,5,6.728,0,15735
Новосибирск,Monday,795822.0,635.318325885381,,39659.0,,5,1.089,0,15736
Москва,Friday,365000.0,324.985820268822,384704.0,17447.0,16931.0,6,3.071,0,15737
Ростов-на-Дону,Friday,442900.0,320.802997332108,387770.0,22046.0,37459.0,5,3.928,0,15739
Москва,Tuesday,336566.0,309.012395788408,339439.0,14830.0,39310.0,6,3.281,0,15740
Москва,Tuesday,33578.0,23.7192458069105,33651.0,2783.0,5456.0,11,0.815,0,15741
Москва,Tuesday,82404.0,63.9923634867292,75021.0,4495.0,8480.0,6,0.961,0,15743
Москва,Friday,292837.0,247.067936131113,371362.0,16581.0,19961.0,3,2.922,0,15745
Москва,Monday,39021.0,25.7433620719607,32629.0,2873.0,4696.0,8,0.564,0,15749
Москва,Wednesday,116602.0,92.4666733516094,116211.0,6851.0,15624.0,5,0.965,0,15751
Ростов-на-Дону,Wednesday,287514.0,256.727816309102,,14130.0,,6,0.937,0,15752
Москва,Wednesday,18396.0,12.2219166136254,15683.0,1657.0,2906.0,11,1.167,0,15753
Москва,Wednesday,19707.0,13.9032608051439,20653.0,1806.0,3460.0,13,1.011,0,15754
Екатеринбург,Wednesday,330256.0,304.851901552308,333257.0,17258.0,25480.0,5,0.93,0,15756
Москва,Monday,33578.0,23.7192458069105,33651.0,2783.0,5456.0,15,0.934,0,15757
Москва,Monday,29287.0,22.0373963247613,33316.0,2903.0,5308.0,17,0.733,0,15759
Москва,Thursday,16195.0,12.2603340913591,17404.0,1958.0,3349.0,6,1.242,0,15761
Екатеринбург,Friday,427032.0,370.669932461557,,21377.0,,1,3.733,0,15762
Москва,Tuesday,38807.0,26.0286193232419,11339.0,3023.0,2706.0,7,0.865,0,15764
Москва,Monday,137509.0,96.5890430520614,,8000.0,,8,1.038,0,15765
Хабаровск,Friday,727025.0,448.801367162413,,53934.0,,6,9.926,0,15766
Хабаровск,Thursday,727570.0,439.586738506537,,38321.0,,9,5.303,0,15769
Хабаровск,Wednesday,2666879.0,1978.0167639332,2878767.0,118674.0,222983.0,5,5.131,0,15770
Нижний Новгород,Friday,5427.0,4.68116839732455,5460.0,730.0,2615.0,4,3.026,0,15773
Москва,Monday,25043.0,17.3095029178311,28555.0,2129.0,4669.0,10,0.999,0,15776
Самара,Friday,148933.0,118.030848127668,,8095.0,,4,4.45,0,15781
Екатеринбург,Friday,313252.0,217.209189474402,324517.0,14432.0,35330.0,4,6.621,0,15782
Новосибирск,Thursday,368765.0,303.904498886468,457746.0,17740.0,27047.0,5,2.136,0,15784
Москва,Wednesday,271765.0,247.832524457468,285841.0,14118.0,19038.0,5,0.992,0,15785
Москва,Tuesday,472030.0,407.653442288421,,22272.0,,15,2.172,0,15786
Нижний Новгород,Wednesday,70987.0,54.2208502575713,,5068.0,,6,1.092,0,15788
Нижний Новгород,Thursday,389938.0,317.189503593821,516714.0,20225.0,39147.0,5,1.65,0,15789
Екатеринбург,Thursday,359369.0,291.001396827204,388206.0,17670.0,29469.0,5,1.385,0,15790
Ростов-на-Дону,Tuesday,77270.0,61.4549196607781,108183.0,5037.0,8538.0,5,0.792,0,15791
Екатеринбург,Wednesday,227280.0,206.070854519002,267997.0,11575.0,36374.0,5,0.826,0,15792
Москва,Tuesday,17630.0,7.14662768965973,12266.0,1427.0,2746.0,9,0.757,0,15793
Ростов-на-Дону,Friday,430877.0,384.48100281024,,20287.0,,4,2.964,0,15794
Москва,Tuesday,5631.0,3.85418707018116,6229.0,1228.0,2218.0,6,0.161,0,15795
Нижний Новгород,Friday,,1615.19625727539,,,,7,7.817,0,15796
Хабаровск,Tuesday,402556.0,269.655259251668,,19481.0,,10,1.94,0,15797
Екатеринбург,Friday,1802165.0,1377.77801110002,,86872.0,,5,4.892,0,15799
Москва,Thursday,3090.0,2.61644521336012,3575.0,445.0,1554.0,5,1.402,0,15801
Хабаровск,Wednesday,2831965.0,2065.6953498622,,124316.0,,5,5.669,0,15802
Нижний Новгород,Thursday,416331.0,321.930515389182,,21158.0,,5,2.461,0,15803
Екатеринбург,Wednesday,326545.0,302.574913345758,334480.0,16647.0,27242.0,5,0.945,0,15804
Ростов-на-Дону,Wednesday,290326.0,256.775949314728,301790.0,13485.0,27485.0,8,0.836,0,15805
Хабаровск,Friday,402556.0,269.655259251668,,19481.0,,11,2.719,0,15806
Санкт-Петербург,Monday,1201431.0,861.970010578616,1237359.0,53057.0,85303.0,6,3.484,0,15807
Самара,Wednesday,178973.0,123.832336483334,,9841.0,,7,0.936,0,15808
Ростов-на-Дону,Monday,349316.0,302.170451050887,365182.0,17352.0,29420.0,5,1.854,0,15809
Хабаровск,Tuesday,3668.0,2.83316949806759,3795.0,700.0,2318.0,8,0.715,0,15810
Нижний Новгород,Thursday,288601.0,242.855956303514,341418.0,15486.0,43820.0,5,1.553,0,15811
Москва,Thursday,14045.0,6.97357252757751,14522.0,1369.0,4350.0,10,2.039,0,15812
Москва,Thursday,372764.0,327.383709096834,,17874.0,,6,1.939,0,15815
Москва,Friday,271765.0,247.832524457468,285841.0,14118.0,19038.0,6,2.63,0,15818
Новосибирск,Friday,792261.0,636.538347026548,777388.0,39561.0,69425.0,5,2.352,0,15819
Москва,Wednesday,18783.0,13.0226360244599,14365.0,1594.0,2834.0,12,1.119,0,15820
Москва,Friday,111993.0,96.196069742648,,6551.0,,3,1.949,0,15822
Москва,Wednesday,972360.0,905.453387050637,1083363.0,43184.0,72781.0,6,3.198,0,15823
Москва,Wednesday,253684.0,226.737422339427,,13386.0,,5,0.699,0,15824
Ростов-на-Дону,Friday,695408.0,607.726295717026,706024.0,32716.0,45886.0,4,3.883,0,15825
Москва,Wednesday,68883.0,41.3685340963592,46803.0,4387.0,5237.0,10,1.261,0,15826
Москва,Friday,618059.0,476.754024961461,,32686.0,,3,5.001,0,15827
Москва,Tuesday,19377.0,12.9912712425014,17822.0,2006.0,4043.0,6,0.743,0,15828
Москва,Monday,121156.0,105.85302646894,129206.0,6368.0,10190.0,7,1.011,0,15829
Хабаровск,Monday,569726.0,498.53508470497,,26843.0,,5,4.347,0,15830
Ростов-на-Дону,Thursday,351716.0,304.082296075365,369043.0,17500.0,30525.0,5,1.538,0,15831
Самара,Wednesday,246502.0,173.926768937539,,14150.0,,6,3.867,0,15832
Москва,Tuesday,41840.0,27.8777172736699,34239.0,3382.0,6307.0,5,0.937,0,15833
Самара,Friday,1190857.0,780.091192058223,974688.0,62425.0,93856.0,4,4.74,0,15835
Самара,Tuesday,5916.0,4.2419158154508,9967.0,917.0,3480.0,5,0.923,0,15836
Екатеринбург,Friday,501489.0,452.314563799871,,23350.0,,6,5.931,0,15838
Екатеринбург,Thursday,326391.0,302.759800109718,329893.0,17035.0,25110.0,5,1.517,0,15839
Москва,Wednesday,189897.0,163.681752731066,198347.0,10577.0,15741.0,9,0.891,0,15840
Нижний Новгород,Monday,242934.0,205.583402156648,,13354.0,,6,8.108,0,15841
Москва,Tuesday,7109.0,5.03640659012121,9113.0,1179.0,2559.0,5,0.588,0,15842
Ростов-на-Дону,Monday,83393.0,66.5679811545636,,5581.0,,5,0.813,0,15843
Новосибирск,Friday,792185.0,634.963917616151,778079.0,39228.0,68888.0,5,2.382,0,15844
Москва,Wednesday,70789.0,61.5962016839327,86929.0,4228.0,9745.0,8,1.292,0,15847
Москва,Monday,113254.0,97.3485843420702,,6688.0,,6,0.422,0,15848
Ростов-на-Дону,Friday,189424.0,126.029747891911,,9906.0,,4,4.261,0,15849
Москва,Friday,16014.0,11.069518587831,16796.0,1423.0,3685.0,7,2.807,0,15851
Хабаровск,Friday,2670676.0,1977.20293816447,2897176.0,119187.0,234422.0,1,2.826,0,15852
Москва,Monday,17949.0,11.1361380623535,19826.0,1597.0,3999.0,12,0.932,0,15853
Новосибирск,Wednesday,367125.0,304.997057873722,454447.0,17619.0,26167.0,6,1.087,0,15854
Хабаровск,Monday,2670607.0,1977.27267880946,2897307.0,119174.0,233999.0,17,3.546,0,15855
Москва,Monday,511403.0,458.978483800006,602721.0,21182.0,29282.0,4,1.288,0,15857
Москва,Wednesday,17553.0,13.043565506368,18786.0,1953.0,3141.0,8,1.243,0,15858
Москва,Friday,109481.0,93.3681608107228,103646.0,5757.0,8136.0,4,2.854,0,15859
Москва,Monday,31506.0,18.7396931911753,24882.0,2523.0,4830.0,10,0.89,0,15861
Екатеринбург,Thursday,359490.0,291.541408460401,385318.0,17799.0,27449.0,8,1.186,0,15863
Москва,Thursday,17005.0,9.92273352815938,15068.0,1801.0,3257.0,11,1.834,0,15864
Москва,Friday,525312.0,464.605263742326,596903.0,21967.0,27655.0,7,2.944,0,15865
Нижний Новгород,Thursday,12510.0,5.42103178251994,13699.0,1700.0,6701.0,5,1.576,0,15867
Хабаровск,Monday,875795.0,655.206468285863,914297.0,42327.0,62430.0,7,2.724,0,15868
Новосибирск,Tuesday,233792.0,195.315424113671,235180.0,12747.0,22432.0,4,0.864,0,15870
Санкт-Петербург,Tuesday,30461.0,23.6679171661128,31315.0,2631.0,3755.0,5,1.053,0,15871
Москва,Tuesday,20939.0,14.1347364748529,19683.0,2092.0,3664.0,8,0.777,0,15875
Санкт-Петербург,Tuesday,10537.0,8.63258079736618,10466.0,1455.0,3739.0,5,0.997,0,15876
Москва,Monday,9550.0,7.21744359293039,11038.0,1206.0,3883.0,10,0.864,0,15877
Нижний Новгород,Thursday,969035.0,712.204523003704,,46350.0,,5,3.998,0,15878
Москва,Tuesday,20949.0,15.4049729173678,24242.0,1948.0,4834.0,5,0.833,0,15879
Москва,Wednesday,282319.0,215.894969712425,289823.0,15153.0,26301.0,4,4.976,0,15882
Хабаровск,Wednesday,532577.0,434.220687484418,,23955.0,,5,8.685,0,15883
Самара,Friday,22164.0,18.9432558022976,23477.0,1999.0,4130.0,4,2.899,0,15884
Ростов-на-Дону,Monday,445231.0,321.944423326165,,22380.0,,5,2.76,0,15885
Хабаровск,Wednesday,185496.0,158.576745538899,176024.0,9436.0,13766.0,4,2.527,0,15887
Хабаровск,Thursday,759996.0,645.616501633865,845467.0,35197.0,56142.0,8,4.108,0,15888
Москва,Thursday,12359.0,6.56387311890825,9833.0,1332.0,2886.0,9,1.61,0,15890
Екатеринбург,Monday,442125.0,312.81427276945,591399.0,21476.0,52394.0,5,5.753,0,15891
Москва,Friday,12044.0,8.62024866086407,11110.0,1371.0,2758.0,8,2.792,0,15892
Нижний Новгород,Tuesday,1287034.0,970.417073559202,,60931.0,,1,2.192,0,15894
Санкт-Петербург,Wednesday,477654.0,398.032717924248,,23535.0,,5,3.151,0,15897
Москва,Wednesday,191903.0,174.772183828755,207778.0,10516.0,16575.0,6,1.109,0,15901
Екатеринбург,Tuesday,367787.0,317.67527571555,,17402.0,,5,1.778,0,15902
Екатеринбург,Thursday,267935.0,193.373464945058,,14746.0,,5,3.883,0,15903
Екатеринбург,Wednesday,1130125.0,880.475208093914,,53413.0,,7,2.273,0,15904
Хабаровск,Monday,2666754.0,1972.68765068399,2888241.0,118453.0,217799.0,9,3.849,0,15906
Нижний Новгород,Monday,388109.0,322.076422923971,,20624.0,,4,1.009,0,15907
Хабаровск,Friday,3124505.0,2202.46143800259,3341747.0,144376.0,265835.0,6,3.095,0,15908
Москва,Wednesday,121156.0,105.85302646894,129206.0,6368.0,10190.0,7,1.065,0,15909
Хабаровск,Thursday,4866.0,3.31422951878645,5219.0,742.0,3549.0,6,1.292,0,15910
Москва,Friday,21762.0,12.4430104346612,23011.0,1966.0,3871.0,8,2.653,0,15911
Москва,Wednesday,191524.0,172.358155173807,203229.0,9676.0,11263.0,5,0.996,0,15912
Санкт-Петербург,Tuesday,52134.0,34.3202595618878,50869.0,3087.0,7414.0,5,1.018,0,15913
Ростов-на-Дону,Monday,508615.0,442.57772514004,,23242.0,,5,2.763,0,15914
Москва,Monday,4669.0,3.0658247684048,5964.0,795.0,1982.0,11,0.802,0,15915
Ростов-на-Дону,Friday,10171.0,7.61829074673781,10776.0,1703.0,3881.0,3,1.95,0,15916
Санкт-Петербург,Wednesday,292266.0,263.03440350386,279860.0,14309.0,33163.0,5,1.2,0,15917
Хабаровск,Thursday,495199.0,407.756911357418,496279.0,21776.0,34240.0,1,11.702,0,15918
Москва,Tuesday,31793.0,19.1296476291909,22563.0,2392.0,4411.0,9,0.858,0,15919
Ростов-на-Дону,Monday,559281.0,410.693624343921,513600.0,29961.0,58508.0,4,2.646,0,15920
Москва,Wednesday,83105.0,71.4064182977682,79050.0,5122.0,9049.0,8,0.965,0,15922
Екатеринбург,Monday,237300.0,205.217914060336,,11079.0,,6,1.914,0,15924
Новосибирск,Tuesday,357006.0,315.936514516019,395180.0,17515.0,52561.0,9,0.976,0,15926
Москва,Wednesday,89466.0,66.60939569507,,5880.0,,5,0.973,0,15927
Москва,Monday,7109.0,5.03640659012121,9113.0,1179.0,2559.0,13,0.874,0,15928
Москва,Monday,46360.0,28.7180102687878,39008.0,3345.0,6564.0,10,1.126,0,15930
Хабаровск,Wednesday,,2312.61243688974,,,,4,12.722,0,15932
Москва,Friday,978706.0,868.59722022706,,44600.0,,5,3.62,0,15933
Екатеринбург,Friday,433459.0,347.34931279464,,23848.0,,9,4.841,0,15935
Санкт-Петербург,Tuesday,137266.0,123.968338932924,133434.0,6847.0,7286.0,6,2.153,0,15937
Екатеринбург,Monday,537461.0,359.411031907618,,24897.0,,5,2.718,0,15938
Москва,Tuesday,121156.0,105.85302646894,129206.0,6368.0,10190.0,6,1.103,0,15940
Москва,Tuesday,12939.0,9.51165493778262,12822.0,1309.0,3802.0,5,0.785,0,15942
Екатеринбург,Monday,8575.0,6.51711837372681,9614.0,1063.0,3048.0,6,0.855,0,15946
Екатеринбург,Monday,1868877.0,1327.9998194565,1739398.0,90685.0,126804.0,6,2.29,0,15947
Нижний Новгород,Thursday,47719.0,36.4463174661394,49750.0,3722.0,30144.0,5,1.589,0,15948
Новосибирск,Tuesday,897762.0,567.665316030928,1043449.0,44053.0,88014.0,4,1.918,0,15949
Хабаровск,Wednesday,19165.0,13.7742316490108,21090.0,1961.0,7393.0,4,0.745,0,15951
Екатеринбург,Tuesday,496039.0,360.352587473622,744622.0,25815.0,78295.0,5,1.061,0,15952
Екатеринбург,Friday,621761.0,461.960969534483,,30983.0,,5,3.869,0,15953
Нижний Новгород,Monday,629514.0,522.482421753206,,30835.0,,4,2.018,0,15954
Ростов-на-Дону,Monday,2597.0,1.02949742733353,1686.0,486.0,1296.0,5,0.83,0,15955
Москва,Wednesday,526623.0,433.115824347653,686555.0,25148.0,50792.0,7,4.797,0,15959
Хабаровск,Thursday,2345114.0,1542.03226408566,,109804.0,,8,5.536,0,15960
Москва,Friday,17005.0,9.92273352815938,15068.0,1801.0,3257.0,10,4.485,0,15962
Екатеринбург,Monday,1133712.0,881.467500976459,,53344.0,,5,1.872,0,15964
Москва,Monday,272864.0,247.083913976687,,12933.0,,6,1.118,0,15965
Москва,Friday,626863.0,542.380862920361,,26062.0,,6,4.683,0,15966
Москва,Friday,19013.0,12.5604723074392,19521.0,1830.0,4083.0,9,2.923,0,15967
Новосибирск,Wednesday,794301.0,631.190620744624,773651.0,39626.0,68400.0,6,0.944,0,15971
Екатеринбург,Wednesday,506873.0,371.397029544898,736755.0,26160.0,77079.0,5,1.021,0,15973
Екатеринбург,Monday,206939.0,191.424889710354,255560.0,10274.0,32889.0,6,0.857,0,15975
Санкт-Петербург,Wednesday,301871.0,264.180319372569,,14785.0,,5,1.251,0,15976
Москва,Friday,6521.0,4.93379543124718,8421.0,977.0,2166.0,9,2.819,0,15977
Самара,Thursday,379210.0,268.691717817693,346329.0,19715.0,23524.0,6,7.348,0,15978
Москва,Wednesday,2668.0,1.16368584315039,1855.0,571.0,926.0,15,0.853,0,15979
Екатеринбург,Wednesday,625789.0,463.074707300806,,30944.0,,4,3.315,0,15981
Москва,Friday,48907.0,36.711112730896,42306.0,3863.0,6530.0,6,1.393,0,15982
Санкт-Петербург,Friday,10106.0,8.0850573004802,10245.0,1537.0,3367.0,4,3.061,0,15983
Хабаровск,Wednesday,2100558.0,1574.55635321076,2324237.0,89301.0,149969.0,3,4.728,0,15984
Ростов-на-Дону,Monday,7954.0,6.54108210806231,8137.0,1400.0,2654.0,5,0.744,0,15985
Нижний Новгород,Monday,11150.0,8.29210399522627,11508.0,1594.0,4693.0,8,0.922,0,15986
Москва,Monday,27871.0,20.7663166802268,31778.0,2496.0,4647.0,5,0.833,0,15987
Москва,Thursday,29408.0,20.8667619690834,12590.0,2149.0,2598.0,4,1.649,0,15988
Самара,Thursday,431369.0,352.001555986031,488824.0,24717.0,44993.0,5,4.204,0,15989
Ростов-на-Дону,Friday,284505.0,253.59585353625,,13726.0,,3,2.228,0,15991
Москва,Friday,15761.0,10.0778644495363,18419.0,1349.0,3474.0,5,2.775,0,15992
Новосибирск,Tuesday,236403.0,197.303554607693,237072.0,12601.0,23649.0,5,0.905,0,15993
Москва,Wednesday,976180.0,903.969914429431,1087402.0,43665.0,73743.0,6,3.181,0,15994
Екатеринбург,Wednesday,433459.0,347.34931279464,,23848.0,,14,6.846,0,15995
Самара,Monday,10560.0,9.13991540907075,14469.0,1627.0,4003.0,5,0.906,0,15997
Нижний Новгород,Monday,389793.0,322.041483844805,520250.0,20823.0,39462.0,4,0.855,0,15999
Самара,Wednesday,407064.0,362.15168134809,433173.0,18966.0,34010.0,5,2.217,0,16000
Москва,Tuesday,192303.0,165.255096022801,174124.0,10401.0,9576.0,6,0.73,0,16004
Екатеринбург,Friday,20434.0,16.5175613698525,,2338.0,,5,3.939,0,16006
Москва,Wednesday,43027.0,33.6831450689638,39698.0,3387.0,5290.0,6,1.823,0,16007
Екатеринбург,Friday,502510.0,366.973717261309,737028.0,26364.0,77240.0,4,3.377,0,16008
Москва,Thursday,412580.0,373.796187176204,429582.0,18200.0,18793.0,6,1.935,0,16009
Москва,Friday,537423.0,459.881918659075,550357.0,25286.0,25240.0,7,2.735,0,16011
Хабаровск,Thursday,668339.0,544.179982088303,660607.0,28898.0,47367.0,6,4.852,0,16013
Санкт-Петербург,Monday,10537.0,8.63258079736618,10466.0,1455.0,3739.0,5,0.909,0,16017
Москва,Thursday,27686.0,17.2893890342882,22084.0,2547.0,5001.0,8,1.514,0,16018
Москва,Friday,8637.0,5.82673992895343,7982.0,1415.0,2477.0,4,2.84,0,16021
Москва,Monday,181006.0,156.953311804843,,8835.0,,7,1.061,0,16025
Москва,Monday,22525.0,10.4079014123564,12672.0,1822.0,3207.0,13,0.928,0,16026
Нижний Новгород,Wednesday,165772.0,146.884051947293,,9689.0,,6,2.5,0,16027
Екатеринбург,Friday,357315.0,288.544206302211,389298.0,17253.0,28769.0,4,2.828,0,16028
Нижний Новгород,Monday,12510.0,5.42103178251994,13699.0,1700.0,6701.0,4,0.918,0,16030
Екатеринбург,Monday,468396.0,370.363740460572,,21913.0,,5,3.354,0,16033
Хабаровск,Wednesday,2104912.0,1575.17416669602,2324767.0,89421.0,174334.0,4,4.862,0,16036
Ростов-на-Дону,Friday,2165.0,1.60851966536413,2256.0,368.0,1178.0,5,2.885,0,16041
Хабаровск,Friday,458531.0,288.552837331045,,22497.0,,2,5.731,0,16043
Москва,Monday,970208.0,909.721212917914,1073132.0,43071.0,69151.0,5,2.029,0,16047
Москва,Monday,8637.0,5.82673992895343,7982.0,1415.0,2477.0,10,0.984,0,16048
Екатеринбург,Wednesday,865455.0,649.679396848729,,40685.0,,5,9.682,0,16049
Хабаровск,Thursday,1469383.0,685.407298213544,,109214.0,,8,11.697,0,16050
Москва,Wednesday,980580.0,903.336686449931,1088805.0,43987.0,73139.0,6,2.689,0,16052
Ростов-на-Дону,Monday,281466.0,253.882616952126,,13315.0,,6,0.895,0,16053
Москва,Thursday,11231.0,9.02083625817306,10659.0,1455.0,2067.0,11,1.929,0,16054
Москва,Friday,11231.0,9.02083625817306,10659.0,1455.0,2067.0,6,2.78,0,16055
